time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2021-03-16 04:00:00,54821.35,54178.46,54242.08,1777.97,96984066.9,54406.56,direct,
2021-03-16 05:00:00,54444.93,53580.89,54406.56,3465.3,186796372.06,54034.58,direct,
2021-03-16 06:00:00,55284.55,53620.94,54034.58,2958.45,161286593.48,55029.15,direct,
2021-03-16 07:00:00,55463.14,54820.43,55029.15,2624.05,144794431.7,55223.57,direct,
2021-03-16 08:00:00,56127.99,55151.27,55223.57,2400.85,134003460.85,55898.14,direct,
2021-03-16 09:00:00,56407.15,55714.8,55898.14,1778.75,99597433.45,55880.39,direct,
2021-03-16 10:00:00,56129.18,55430.8,55880.39,2333.02,130221423.25,55814.17,direct,
2021-03-16 11:00:00,55875.7,55069.9,55814.17,2565.35,142154840.32,55411.82,direct,
2021-03-16 12:00:00,55559.27,54615.61,55411.82,2665.47,146650222.81,55071.65,direct,
2021-03-16 13:00:00,55874.3,55013.12,55071.65,2196.44,121697774.15,55296.13,direct,
2021-03-16 14:00:00,55711.03,55214.73,55296.13,1767.89,98052127.69,55649.27,direct,
2021-03-16 15:00:00,55931.65,55439.43,55649.27,1834.99,102214996.83,55849.44,direct,
2021-03-16 16:00:00,56083.58,55448.8,55849.44,1733.91,96674814.68,55664.4,direct,
2021-03-16 17:00:00,55832.6,54967.35,55664.4,1759.4,97395397.65,55251.09,direct,
2021-03-16 18:00:00,55634.46,55117.8,55251.09,1062.13,58810230.99,55334.17,direct,
2021-03-16 19:00:00,55815.76,55166.01,55334.17,980.82,54515908.49,55764.71,direct,
2021-03-16 20:00:00,56440.26,55704.2,55764.71,2156.87,121185758.32,56383.44,direct,
2021-03-16 21:00:00,56594.49,56117.76,56383.44,1509.78,85170957.42,56480.63,direct,
2021-03-16 22:00:00,56824.09,56284.6,56480.63,1958.72,110871494.02,56286.98,direct,
2021-03-16 23:00:00,56936.04,56113.46,56286.98,1371.4,77424223.1,56925.01,direct,
2021-03-17 00:00:00,57164.33,56310.91,56925.01,2600.45,147618926.15,56554.55,direct,
2021-03-17 01:00:00,56558.16,56094.6,56554.55,1359.38,76566292.54,56288.09,direct,
2021-03-17 02:00:00,56290.94,55644.82,56288.09,1559.88,87252513.61,55823.07,direct,
2021-03-17 03:00:00,56166.05,55426.68,55823.07,1340.28,74850857.11,55514.7,direct,
2021-03-17 04:00:00,55859.71,55443.03,55514.7,941.45,52401624.4,55592.27,direct,
2021-03-17 05:00:00,55994.69,55225.39,55592.27,1128.29,62679067.78,55986.39,direct,
2021-03-17 06:00:00,56341.1,55879.61,55986.39,943.98,52998416.69,56294.01,direct,
2021-03-17 07:00:00,56325.16,55722.98,56294.01,1414.89,79268613.39,55838.77,direct,
2021-03-17 08:00:00,56055.54,55662.12,55838.77,1209.25,67483973.83,55786.89,direct,
2021-03-17 09:00:00,55863.09,54485.6,55786.89,3571.55,196669066.08,54808.69,direct,
